;; Original version courtesy of University of Pittsburgh opin@cs.pitts.edu
;; released under GNU LESSER GENERAL PUBLIC LICENSE
;; Version 2.1, February 1999
;; remove this license header to use in Sigma (http://sigmakee.sourceforge.net)

"type","word","POS","stemmed","polarity",,
"strong","infamy","noun","n","negative",,
"strong","infatuated","anypos","n","both",,
"weak","infected","anypos","n","negative",,
"weak","infectious","adj","n","neutral",,
"strong","infer","verb","y","neutral",,
"weak","inference","adj","n","neutral",,
"weak","inference","noun","n","neutral",,
"strong","inferior","adj","n","negative",,
"strong","inferiority","noun","n","negative",,
"strong","infernal","adj","n","negative",,
"weak","infest","verb","y","negative",,
"weak","infested","adj","n","negative",,
"strong","infidel","noun","n","negative",,
"strong","infidels","noun","n","negative",,
"weak","infiltrator","noun","n","negative",,
"weak","infiltrators","adj","n","negative",,
"weak","infiltrators","noun","n","negative",,
"strong","infirm","adj","n","negative",,
"strong","inflame","verb","y","negative",,
"strong","inflammatory","adj","n","negative",,
"weak","inflated","adj","n","negative",,
"weak","inflationary","adj","n","negative",,
"strong","inflexible","adj","n","negative",,
"strong","inflict","verb","y","negative",,
"weak","influence","adj","n","neutral",,
"weak","influence","noun","n","neutral",,
"weak","influential","adj","n","positive",,
"weak","informational","adj","n","neutral",,
"weak","informative","adj","n","positive",,
"weak","infraction","noun","n","negative",,
"strong","infringe","verb","y","negative",,
"strong","infringement","noun","n","negative",,
"strong","infringements","adj","n","negative",,
"strong","infringements","noun","n","negative",,
"strong","infuriate","verb","y","negative",,
"strong","infuriated","adj","n","negative",,
"strong","infuriating","anypos","n","negative",,
"strong","infuriatingly","anypos","n","negative",,
"strong","ingenious","adj","n","positive",,
"strong","ingeniously","anypos","n","positive",,
"strong","ingenuity","noun","n","positive",,
"strong","ingenuous","adj","n","positive",,
"strong","ingenuously","adverb","n","positive",,
"strong","inglorious","adj","n","negative",,
"strong","ingrate","noun","n","negative",,
"strong","ingratiate","verb","y","positive",,
"strong","ingratiating","adj","n","positive",,
"strong","ingratiatingly","adverb","n","positive",,
"strong","ingratitude","noun","n","negative",,
"strong","inherent","adj","n","neutral",,
"strong","inherent","noun","n","neutral",,
"weak","inhibit","verb","y","negative",,
"weak","inhibition","noun","n","negative",,
"strong","inhospitable","adj","n","negative",,
"strong","inhospitality","noun","n","negative",,
"strong","inhuman","adj","n","negative",,
"strong","inhumane","adj","n","negative",,
"strong","inhumanity","noun","n","negative",,
"strong","inimical","adj","n","negative",,
"strong","inimically","adverb","n","negative",,
"strong","iniquitous","adj","n","negative",,
"strong","iniquity","noun","n","negative",,
"strong","injudicious","adj","n","negative",,
"weak","injure","verb","y","negative",,
"weak","injurious","adj","n","negative",,
"weak","injury","noun","n","negative",,
"strong","injustice","adj","n","negative",,
"strong","injustice","noun","n","negative",,
"strong","injustices","adj","n","negative",,
"strong","injustices","noun","n","negative",,
"strong","inkling","anypos","n","neutral",,
"strong","inklings","adj","n","neutral",,
"strong","inklings","noun","n","neutral",,
"weak","innocence","adj","n","positive",,
"weak","innocence","noun","n","positive",,
"weak","innocent","adj","n","positive",,
"weak","innocently","adj","n","positive",,
"strong","innocuous","adj","n","positive",,
"strong","innocuous","noun","n","positive",,
"weak","innovation","adj","n","positive",,
"weak","innovation","noun","n","positive",,
"weak","innovative","adj","n","positive",,
"weak","innumerable","adj","n","neutral",,
"weak","innumerably","adverb","n","neutral",,
"weak","innumerous","adj","n","neutral",,
"strong","innuendo","adj","n","negative",,
"strong","innuendo","noun","n","negative",,
"strong","inoffensive","adj","n","positive",,
"strong","inopportune","adj","n","negative",,
"strong","inordinate","adj","n","negative",,
"strong","inordinately","anypos","n","negative",,
"strong","inquisitive","adj","n","positive",,
"strong","insane","adj","n","negative",,
"strong","insanely","anypos","n","negative",,
"strong","insanity","noun","n","negative",,
"strong","insatiable","adj","n","negative",,
"weak","insecure","adj","n","negative",,
"strong","insecurity","adj","n","negative",,
"strong","insecurity","noun","n","negative",,
"weak","insensible","adj","n","negative",,
"strong","insensitive","adj","n","negative",,
"strong","insensitively","adverb","n","negative",,
"strong","insensitivity","adj","n","negative",,
"strong","insensitivity","noun","n","negative",,
"strong","insidious","adj","n","negative",,
"strong","insidiously","anypos","n","negative",,
"strong","insight","adj","n","positive",,
"strong","insight","noun","n","positive",,
"strong","insightful","anypos","n","positive",,
"strong","insightfully","anypos","n","positive",,
"strong","insights","anypos","n","neutral",,
"weak","insignificance","noun","n","negative",,
"weak","insignificant","adj","n","negative",,
"weak","insignificantly","adverb","n","negative",,
"strong","insincere","adj","n","negative",,
"strong","insincerely","adverb","n","negative",,
"strong","insincerity","noun","n","negative",,
"strong","insinuate","verb","y","negative",,
"strong","insinuating","adj","n","negative",,
"strong","insinuation","adj","n","negative",,
"strong","insinuation","noun","n","negative",,
"strong","insist","verb","y","positive",,
"weak","insistence","adj","n","positive",,
"weak","insistence","noun","n","positive",,
"strong","insistent","adj","n","positive",,
"strong","insistently","anypos","n","positive",,
"strong","insociable","adj","n","negative",,
"weak","isolation","noun","n","negative",,
"strong","insolence","anypos","n","negative",,
"strong","insolence","noun","n","negative",,
"strong","insolent","adj","n","negative",,
"strong","insolently","anypos","n","negative",,
"weak","insolvent","adj","n","negative",,
"strong","insouciance","noun","n","negative",,
"strong","inspiration","noun","n","positive",,
"strong","inspirational","adj","n","positive",,
"strong","inspire","verb","y","positive",,
"strong","inspiring","adj","n","positive",,
"strong","inspiring","anypos","n","positive",,
"weak","instability","noun","n","negative",,
"weak","instable","adj","n","negative",,
"strong","instigate","verb","y","negative",,
"strong","instigator","noun","n","negative",,
"strong","instigators","noun","n","negative",,
"weak","instructive","adj","n","positive",,
"weak","instrumental","adj","n","positive",,
"weak","insubordinate","adj","n","negative",,
"strong","insubstantial","adj","n","negative",,
"strong","insubstantially","adverb","n","negative",,
"strong","insufferable","adj","n","negative",,
"strong","insufferably","adverb","n","negative",,
"weak","insufficiency","noun","n","negative",,
"weak","insufficient","adj","n","negative",,
"weak","insufficiently","adverb","n","negative",,
"weak","insular","adj","n","negative",,
"strong","insult","noun","n","negative",,
"strong","insult","verb","y","negative",,
"strong","insulted","adj","n","negative",,
"strong","insulting","adj","n","negative",,
"strong","insulting","anypos","n","negative",,
"strong","insultingly","anypos","n","negative",,
"strong","insupportable","adj","n","negative",,
"strong","insupportably","adverb","n","negative",,
"weak","insurmountable","adj","n","negative",,
"weak","insurmountably","adverb","n","negative",,
"weak","insurrection","adj","n","negative",,
"weak","insurrection","noun","n","negative",,
"weak","intact","adj","n","positive",,
"weak","integral","adj","n","positive",,
"strong","integrity","noun","n","positive",,
"strong","intelligent","adj","n","positive",,
"weak","intelligence","noun","n","positive",,
"strong","intelligible","adj","n","positive",,
"weak","intend","verb","y","neutral",,
"weak","intense","adj","n","neutral",,
"weak","intense","noun","n","neutral",,
"weak","intensive","adj","n","neutral",,
"weak","intensively","adverb","n","neutral",,
"weak","intent","adj","n","neutral",,
"weak","intent","noun","n","neutral",,
"weak","intention","adj","n","neutral",,
"weak","intention","noun","n","neutral",,
"weak","intentions","adj","n","neutral",,
"weak","intentions","noun","n","neutral",,
"weak","intents","adj","n","neutral",,
"weak","intents","noun","n","neutral",,
"weak","intercede","verb","y","positive",,
"weak","interest","adj","n","positive",,
"weak","interest","noun","n","positive",,
"weak","interest","verb","y","positive",,
"weak","interested","adj","n","positive",,
"strong","interesting","anypos","n","positive",,
"weak","interests","adj","n","positive",,
"weak","interests","noun","n","positive",,
"weak","interfere","verb","y","negative",,
"weak","interference","adj","n","negative",,
"weak","interference","noun","n","negative",,
"weak","intermittent","adj","n","negative",,
"weak","interrupt","verb","y","negative",,
"weak","interruption","noun","n","negative",,
"strong","intimacy","adj","n","positive",,
"strong","intimacy","noun","n","positive",,
"weak","intimate","adj","n","positive",,
"strong","intimate","verb","y","neutral",,
"weak","intimidate","verb","y","negative",,
"strong","intimidating","anypos","n","negative",,
"strong","intimidatingly","anypos","n","negative",,
"weak","intimidation","adj","n","negative",,
"weak","intimidation","noun","n","negative",,
"strong","intolerable","adj","n","negative",,
"strong","intolerablely","anypos","n","negative",,
"strong","intolerance","adj","n","negative",,
"strong","intolerance","noun","n","negative",,
"strong","intolerant","anypos","n","negative",,
"weak","intoxicate","verb","y","negative",,
"weak","intractable","adj","n","negative",,
"strong","intransigence","adj","n","negative",,
"strong","intransigence","noun","n","negative",,
"strong","intransigent","anypos","n","negative",,
"weak","intricate","adj","n","positive",,
"strong","intrigue","adj","n","positive",,
"strong","intrigue","noun","n","positive",,
"weak","intrigue","verb","y","neutral",,
"strong","intriguing","adj","n","positive",,
"strong","intriguing","anypos","n","positive",,
"strong","intriguingly","anypos","n","positive",,
"strong","intrude","verb","y","negative",,
"weak","intrusion","noun","n","negative",,
"strong","intrusive","adj","n","negative",,
"strong","intuitive","adj","n","positive",,
"strong","inundate","verb","y","negative",,
"strong","inundated","anypos","n","negative",,
"weak","invader","adj","n","negative",,
"weak","invader","noun","n","negative",,
"strong","invalid","adj","n","negative",,
"strong","invalidate","verb","y","negative",,
"strong","invalidity","noun","n","negative",,
"strong","invaluable","adj","n","positive",,
"strong","invaluablely","anypos","n","positive",,
"weak","invasive","adj","n","negative",,
"strong","invective","anypos","n","negative",,
"strong","inveigle","verb","y","negative",,
"weak","inventive","adj","n","positive",,
"strong","invidious","adj","n","negative",,
"strong","invidiously","anypos","n","negative",,
"strong","invidiousness","noun","n","negative",,
"weak","invigorate","verb","y","positive",,
"strong","invigorating","anypos","n","positive",,
"strong","invincibility","anypos","n","positive",,
"strong","invincible","adj","n","positive",,
"strong","inviolable","adj","n","positive",,
"strong","inviolate","adj","n","positive",,
"weak","invisible","adj","n","neutral",,
"strong","invulnerable","adj","n","positive",,
"weak","involuntarily","adverb","n","negative",,
"weak","involuntary","adj","n","negative",,
"strong","irate","adj","n","negative",,
"strong","irately","anypos","n","negative",,
"strong","ire","noun","n","negative",,
"strong","irk","verb","y","negative",,
"strong","irksome","anypos","n","negative",,
"strong","ironic","adj","n","negative",,
"strong","ironies","adj","n","negative",,
"strong","ironies","noun","n","negative",,
"strong","irony","anypos","n","negative",,
"strong","irrational","adj","n","negative",,
"strong","irrationality","noun","n","negative",,
"strong","irrationally","anypos","n","negative",,
"strong","irreconcilable","adj","n","negative",,
"strong","irredeemable","adj","n","negative",,
"strong","irredeemably","adverb","n","negative",,
"strong","irreformable","adj","n","negative",,
"strong","irrefutable","adj","n","positive",,
"strong","irrefutably","anypos","n","positive",,
"strong","irregardless","anypos","n","neutral",,
"weak","irregular","adj","n","negative",,
"weak","irregularity","noun","n","negative",,
"strong","irrelevance","noun","n","negative",,
"strong","irrelevant","adj","n","negative",,
"strong","irreparable","adj","n","negative",,
"strong","irreplacible","adj","n","negative",,
"strong","irrepressible","adj","n","negative",,
"strong","irreproachable","adj","n","positive",,
"strong","irresistible","adj","n","positive",,
"strong","irresistibly","anypos","n","positive",,
"strong","irresolute","adj","n","negative",,
"weak","irresolvable","adj","n","negative",,
"strong","irresponsible","adj","n","negative",,
"strong","irresponsibly","adverb","n","negative",,
"weak","irretrievable","adj","n","negative",,
"strong","irreverence","noun","n","negative",,
"strong","irreverent","adj","n","negative",,
"strong","irreverently","adverb","n","negative",,
"strong","irreversible","adj","n","negative",,
"strong","irreversible","noun","n","negative",,
"strong","irritable","adj","n","negative",,
"strong","irritably","adverb","n","negative",,
"weak","irritant","noun","n","negative",,
"strong","irritate","verb","y","negative",,
"strong","irritated","adj","n","negative",,
"strong","irritating","anypos","n","negative",,
"strong","irritation","adj","n","negative",,
"strong","irritation","noun","n","negative",,
"weak","isolate","verb","y","negative",,
"weak","isolated","adj","n","negative",,
"weak","isolation","noun","n","negative",,
"strong","itch","verb","y","negative",,
"strong","jabber","verb","y","negative",,
"strong","jaded","adj","n","negative",,
"weak","jam","noun","n","negative",,
"weak","jar","verb","y","negative",,
"strong","jaundiced","adj","n","negative",,
"strong","jauntily","adverb","n","positive",,
"strong","jaunty","adj","n","positive",,
"strong","jealous","adj","n","negative",,
"strong","jealously","anypos","n","negative",,
"strong","jealousness","noun","n","negative",,
"strong","jealousy","noun","n","negative",,
"strong","jeer","noun","n","negative",,
"strong","jeer","verb","y","negative",,
"strong","jeering","anypos","y","negative",,
"strong","jeeringly","anypos","y","negative",,
"strong","jeers","noun","n","negative",,
"strong","jeopardize","verb","y","negative",,
"strong","jeopardy","noun","n","negative",,
"strong","jerk","anypos","y","negative",,
"strong","jest","verb","y","positive",,
"strong","jittery","adj","n","negative",,
"weak","jobless","adj","n","negative",,
"strong","joke","noun","n","positive",,
"strong","joke","verb","y","positive",,
"strong","joker","noun","n","negative",,
"weak","jollify","verb","y","positive",,
"strong","jolly","anypos","y","positive",,
"weak","jolt","verb","y","negative",,
"strong","jovial","adj","n","positive",,
"strong","joy","noun","n","positive",,
"strong","joyful","adj","n","positive",,
"strong","joyfully","anypos","n","positive",,
"strong","joyless","adj","n","positive",,
"strong","joyous","anypos","n","positive",,
"strong","joyously","anypos","n","positive",,
"strong","jubilant","adj","n","positive",,
"strong","jubilantly","anypos","n","positive",,
"strong","jubilate","verb","y","positive",,
"strong","jubilation","anypos","n","positive",,
"strong","jubilation","noun","n","positive",,
"weak","judgement","adj","n","neutral",,
"weak","judgement","noun","n","neutral",,
"weak","judgements","adj","n","neutral",,
"weak","judgements","noun","n","neutral",,
"strong","judicious","adj","n","positive",,
"weak","judgment","adj","n","neutral",,
"weak","judgment","noun","n","neutral",,
"weak","judgments","adj","n","neutral",,
"weak","judgments","noun","n","neutral",,
"weak","jumpy","adj","n","negative",,
"weak","junk","noun","n","negative",,
"weak","junky","adj","n","negative",,
"strong","just","adj","n","positive",,
"weak","just","anypos","n","positive",,
"weak","just","noun","n","positive",,
"weak","justice","adj","n","positive",,
"weak","justice","noun","n","positive",,
"strong","justifiable","adj","n","positive",,
"strong","justifiably","anypos","y","positive",,
"strong","justification","noun","n","positive",,
"strong","justify","verb","y","positive",,
"strong","justly","anypos","n","positive",,
"weak","juvenile","adj","n","negative",,
"strong","kaput","adj","n","negative",,
"strong","keen","adj","n","positive",,
"strong","keen","noun","n","negative",,
"strong","keen","verb","y","negative",,
"strong","keenly","anypos","n","positive",,
"strong","keenness","adj","n","positive",,
"strong","keenness","noun","n","positive",,
"strong","kemp","adj","n","positive",,
"weak","key","adj","n","neutral",,
"strong","kick","adj","n","negative",,
"strong","kick","noun","n","negative",,
"strong","kid","verb","y","positive",,
"weak","kill","verb","y","negative",,
"weak","killer","noun","n","negative",,
"weak","killer","noun","n","negative",,
"strong","killjoy","noun","n","negative",,
"strong","kind","adj","n","positive",,
"strong","kindly","anypos","n","positive",,
"strong","kindliness","noun","n","positive",,
"strong","kindness","noun","n","positive",,
"strong","kingmaker","noun","n","positive",,
"weak","kiss","noun","n","positive",,
"weak","kiss","verb","y","positive",,
"strong","knave","noun","n","negative",,
"weak","knife","verb","y","negative",,
"weak","knock","noun","n","negative",,
"weak","knock","verb","y","negative",,
"strong","knew","verb","n","neutral",,
"strong","know","verb","n","neutral",,
"strong","knowing","anypos","n","neutral",,
"strong","knowingly","anypos","n","neutral",,
"strong","knowledge","noun","n","neutral",,
"strong","knowledgeable","anypos","n","positive",,
"strong","kook","noun","n","negative",,
"strong","kooky","adj","n","negative",,
"strong","lack","adj","n","negative",,
"strong","lack","noun","n","negative",,
"strong","lackadaisical","adj","n","negative",,
"strong","lackey","noun","n","negative",,
"strong","lackeys","adj","n","negative",,
"strong","lackeys","noun","n","negative",,
"strong","lacking","adj","n","negative",,
"strong","lackluster","anypos","y","negative",,
"strong","laconic","adj","n","negative",,
"weak","lag","verb","y","negative",,
"strong","lambast","verb","y","negative",,
"strong","lambaste","verb","y","negative",,
"weak","lame","adj","n","negative",,
"strong","lame-duck","adj","n","negative",,
"strong","lament","verb","y","negative",,
"strong","lamentable","anypos","n","negative",,
"strong","lamentably","anypos","n","negative",,
"strong","languid","adj","n","negative",,
"strong","languish","verb","y","negative",,
"weak","lanky","adj","n","negative",,
"strong","languor","noun","n","negative",,
"strong","languorous","adj","n","negative",,
"strong","languorously","adverb","n","negative",,
"weak","large","adj","n","neutral",,
"weak","large-scale","adj","n","neutral",,
"weak","lapse","noun","n","negative",,
"weak","large","adj","n","positive",,
"weak","large","adverb","n","positive",,
"weak","largely","adverb","n","neutral",,
"strong","lark","verb","y","positive",,
"strong","lascivious","adj","n","negative",,
"strong","last-ditch","adj","n","negative",,
"strong","last-ditch","noun","n","negative",,
"strong","lastly","anypos","y","neutral",,
"strong","laud","verb","y","positive",,
"strong","laudable","anypos","n","positive",,
"strong","laudably","anypos","n","positive",,
"strong","laugh","noun","n","negative",,
"strong","laugh","verb","y","negative",,
"strong","laughable","anypos","n","negative",,
"strong","laughably","anypos","n","negative",,
"strong","laughingstock","noun","n","negative",,
"strong","laughter","noun","n","negative",,
"strong","lavish","adj","n","positive",,
"strong","lavish","verb","y","positive",,
"strong","lavishly","anypos","n","positive",,
"strong","law-abiding","adj","n","positive",,
"strong","lawbreaker","adj","n","negative",,
"strong","lawbreaking","anypos","n","negative",,
"weak","lawful","adj","n","positive",,
"weak","lawfully","adverb","n","positive",,
"strong","lawless","adj","n","negative",,
"strong","lawlessness","adj","n","negative",,
"strong","lawlessness","noun","n","negative",,
"strong","lax","adj","n","negative",,
"strong","lax","noun","n","negative",,
"strong","lazy","adj","n","negative",,
"weak","leading","adj","n","positive",,
"weak","leak","verb","y","negative",,
"weak","leakage","noun","n","negative",,
"weak","leaky","adj","n","negative",,
"weak","lean","adj","n","positive",,
"weak","lean","noun","n","positive",,
"weak","learn","adj","n","neutral",,
"weak","learning","noun","n","positive",,
"weak","learned","noun","n","positive",,
"weak","least","anypos","n","negative",,
"strong","lech","noun","n","negative",,
"strong","lecher","noun","n","negative",,
"strong","lecher","noun","n","negative",,
"strong","lecherous","adj","n","negative",,
"strong","lechery","noun","n","negative",,
"weak","lecture","noun","n","negative",,
"weak","lecture","verb","y","negative",,
"strong","leech","adj","n","negative",,
"strong","leech","noun","n","negative",,
"strong","leech","verb","y","negative",,
"strong","leer","noun","n","negative",,
"strong","leer","verb","y","negative",,
"strong","leery","adj","n","negative",,
"strong","left-leaning","adj","n","negative",,
"weak","legacy","noun","n","neutral",,
"weak","legacies","adj","n","neutral",,
"weak","legacies","noun","n","neutral",,
"weak","legalistic","adj","n","neutral",,
"weak","legalistic","noun","n","neutral",,
"weak","legendary","adj","n","positive",,
"weak","legitimacy","noun","n","positive",,
"weak","legitimate","adj","n","positive",,
"weak","legitimately","adverb","n","positive",,
"weak","lenient","adj","n","positive",,
"weak","leniently","adverb","n","positive",,
"weak","less","adverb","n","negative",,
"weak","less-developed","adj","n","negative",,
"weak","less-expensive","adj","n","positive",,
"weak","lessen","verb","y","negative",,
"weak","lesser","anypos","n","negative",,
"weak","lesser-known","adj","n","negative",,
"strong","letch","noun","n","negative",,
"weak","lethal","adj","n","negative",,
"weak","lethargic","adj","n","negative",,
"weak","lethargy","noun","n","negative",,
"weak","leverage","noun","n","positive",,
"weak","leverage","verb","y","positive",,
"strong","levity","noun","n","positive",,
"strong","lewd","adj","n","negative",,
"strong","lewdly","adverb","n","negative",,
"strong","lewdness","noun","n","negative",,
"weak","liable","adj","n","negative",,
"strong","liability","adj","n","negative",,
"strong","liability","noun","n","negative",,
"strong","liar","adj","n","negative",,
"strong","liar","noun","n","negative",,
"strong","liars","adj","n","negative",,
"strong","liars","noun","n","negative",,
"weak","liberal","adj","n","positive",,
"weak","liberation","adj","n","positive",,
"weak","liberation","noun","n","positive",,
"weak","liberalism","noun","n","positive",,
"weak","liberally","adverb","n","positive",,
"strong","liberate","verb","y","positive",,
"strong","liberty","noun","n","positive",,
"strong","licentious","adj","n","negative",,
"strong","licentiously","adverb","n","negative",,
"strong","licentiousness","noun","n","negative",,
"strong","lie","adj","n","negative",,
"strong","lie","noun","n","negative",,
"weak","lie","verb","n","negative",,
"strong","lier","noun","n","negative",,
"strong","lies","adj","n","negative",,
"strong","lies","noun","n","negative",,
"weak","life-threatening","adj","n","negative",,
"strong","lifeblood","noun","n","positive",,
"weak","lifeless","adj","n","negative",,
"weak","lifelong","adj","n","positive",,
"weak","light","adj","n","positive",,
"weak","light","noun","n","positive",,
"strong","light-hearted","adj","n","positive",,
"weak","lighten","verb","y","positive",,
"strong","likable","adj","n","positive",,
"strong","like","verb","y","positive",,
"weak","likelihood","adj","n","neutral",,
"weak","likelihood","noun","n","neutral",,
"weak","likely","anypos","y","neutral",,
"strong","liking","noun","n","positive",,
"strong","likewise","anypos","y","neutral",,
"weak","limit","adj","n","negative",,
"weak","limit","verb","y","negative",,
"weak","limitation","noun","n","negative",,
"weak","limited","adj","n","negative",,
"strong","limitless","adj","n","neutral",,
"strong","limitless","noun","n","neutral",,
"strong","limp","adj","n","negative",,
"strong","lionhearted","adj","n","positive",,
"strong","listless","adj","n","negative",,
"weak","literate","adj","n","positive",,
"strong","litigious","adj","n","negative",,
"strong","little","adj","n","negative",,
"strong","little-known","adj","n","negative",,
"weak","live","adj","n","positive",,
"strong","lively","adj","n","positive",,
"strong","livid","anypos","n","negative",,
"strong","lividly","anypos","n","negative",,
"strong","loath","adj","n","negative",,
"strong","loathe","adj","n","negative",,
"strong","loathe","verb","y","negative",,
"strong","loathing","anypos","n","negative",,
"strong","loathly","anypos","n","negative",,
"strong","loathsome","adj","n","negative",,
"strong","loathsomely","anypos","n","negative",,
"strong","lofty","adj","n","positive",,
"weak","logical","adj","n","positive",,
"strong","lone","adj","n","negative",,
"strong","lone","noun","n","negative",,
"strong","loneliness","noun","n","negative",,
"strong","lonely","adj","n","negative",,
"strong","lonesome","adj","n","negative",,
"strong","long","verb","y","negative",,
"strong","longing","noun","n","negative",,
"strong","longingly","anypos","n","negative",,
"weak","look","anypos","y","neutral",,
"weak","looking","anypos","y","neutral",,
"strong","loophole","noun","n","negative",,
"strong","loopholes","adj","n","negative",,
"strong","loopholes","noun","n","negative",,
"strong","loot","verb","n","negative",,
"strong","lorn","adj","n","negative",,
"strong","losing","adj","n","negative",,
"strong","losing","noun","n","negative",,
"weak","lose","verb","y","negative",,
"weak","loser","noun","n","negative",,
"weak","loss","noun","n","negative",,
"weak","lost","adj","n","negative",,
"strong","lousy","adj","n","negative",,
"strong","lovable","adj","n","positive",,
"strong","lovably","adverb","n","positive",,
"strong","love","noun","n","positive",,
"strong","love","verb","y","positive",,
"strong","loveless","adj","n","negative",,
"strong","loveliness","noun","n","positive",,
"strong","lovelorn","adj","n","negative",,
"strong","lover","noun","n","positive",,
"strong","lovely","adj","n","positive",,
"strong","lovely","anypos","y","positive",,
"weak","low","adj","n","negative",,
"weak","low-cost","adj","n","positive",,
"strong","low-rated","adj","n","negative",,
"weak","low-risk","adj","n","positive",,
"weak","lower-priced","adj","n","positive",,
"strong","lowly","adj","n","negative",,
"weak","loyal","adj","n","positive",,
"strong","loyalty","adj","n","positive",,
"strong","loyalty","noun","n","positive",,
"strong","lucid","adj","n","positive",,
"strong","lucidly","adj","n","positive",,
"strong","luck","noun","n","positive",,
"strong","luckier","adj","n","positive",,
"strong","luckier","noun","n","positive",,
"strong","luckiest","anypos","y","positive",,
"strong","luckily","adj","n","positive",,
"strong","luckiness","noun","n","positive",,
"strong","lucky","adj","n","positive",,
"strong","lucky","noun","n","positive",,
"weak","lucrative","adj","n","positive",,
"weak","lucrative","noun","n","positive",,
"strong","ludicrous","adj","n","negative",,
"strong","ludicrously","anypos","n","negative",,
"strong","lugubrious","adj",1,"negative",,
"strong","lukewarm","adj","n","negative",,
"weak","lull","verb","y","negative",,
"weak","luminous","adj","n","positive",,
"strong","lunatic","adj","n","negative",,
"strong","lunatic","noun","n","negative",,
"strong","lunaticism","noun","n","negative",,
"strong","lurch","verb","y","negative",,
"strong","lure","verb","y","negative",,
"strong","lurid","adj","n","negative",,
"strong","lurk","verb","y","negative",,
"strong","lurking","adj","n","negative",,
"strong","lush","adj","n","positive",,
"strong","lust","verb","y","both",,
"strong","lure","verb","y","negative",,
"strong","luster","noun","n","positive",,
"strong","lustrous","adj","n","positive",,
"strong","luxuriant","adj","n","positive",,
"weak","luxuriate","verb","y","positive",,
"strong","luxurious","anypos","n","positive",,
"strong","luxuriously","anypos","n","positive",,
"strong","luxury","adj","n","positive",,
"strong","luxury","noun","n","positive",,
"strong","lying","anypos","n","negative",,
"strong","lyrical","adj","n","positive",,
"strong","macabre","adj","n","negative",,
"strong","mad","adj","n","negative",,
"strong","madden","verb","y","negative",,
"strong","maddening","anypos","n","negative",,
"strong","maddeningly","anypos","n","negative",,
"strong","madder","adj","n","negative",,
"strong","madder","noun","n","negative",,
"strong","madly","anypos","n","negative",,
"strong","madman","noun","n","negative",,
"strong","madness","noun","n","negative",,
"strong","magic","adj","n","positive",,
"strong","magical","adj","n","positive",,
"strong","magnanimous","anypos","n","positive",,
"strong","magnanimously","anypos","n","positive",,
"weak","magnetic","adj","n","positive",,
"strong","magnificence","anypos","n","positive",,
"strong","magnificent","adj","n","positive",,
"strong","magnificent","anypos","n","positive",,
"strong","magnificently","anypos","n","positive",,
"weak","magnify","verb","n","positive",,
"strong","majestic","adj","n","positive",,
"strong","majesty","noun","n","positive",,
"weak","major","adj","n","neutral",,
"strong","maladjusted","adj","n","negative",,
"strong","maladjustment","noun","n","negative",,
"weak","malady","noun","n","negative",,
"weak","malaise","noun","n","negative",,
"strong","malcontent","adj","n","negative",,
"strong","malcontent","noun","n","negative",,
"strong","malcontented","adj","n","negative",,
"strong","maledict","noun","n","negative",,
"strong","maledict","verb","y","negative",,
"strong","malevolence","noun","n","negative",,
"strong","malevolent","adj","n","negative",,
"strong","malevolently","anypos","n","negative",,
"strong","malice","noun","n","negative",,
"strong","malicious","adj","n","negative",,
"strong","maliciously","anypos","n","negative",,
"strong","maliciousness","noun","n","negative",,
"strong","malign","adj","n","negative",,
"strong","malign","verb","y","negative",,
"weak","malignant","adj","n","negative",,
"strong","malodorous","adj","n","negative",,
"strong","maltreatment","adj","n","negative",,
"strong","maltreatment","noun","n","negative",,
"weak","manageable","adj","n","positive",,
"weak","maneuver","adj","n","negative",,
"weak","maneuver","noun","n","negative",,
"strong","mangle","verb","y","negative",,
"strong","mania","noun","n","negative",,
"strong","maniac","noun","n","negative",,
"strong","maniacal","adj","n","negative",,
"strong","manic","adj","n","negative",,
"strong","manifest","adj","n","positive",,
"weak","manipulate","verb","y","negative",,
"weak","manipulation","adj","n","negative",,
"weak","manipulation","noun","n","negative",,
"strong","manipulative","adj","n","negative",,
"strong","manipulators","adj","n","negative",,
"strong","manipulators","noun","n","negative",,
"strong","manly","adj","n","positive",,
"strong","mannerly","adj","n","positive",,
"strong","mantra","adj","n","neutral",,
"strong","mantra","noun","n","neutral",,
"strong","mar","noun","n","negative",,
"strong","mar","verb","y","negative",,
"weak","marginal","adj","n","negative",,
"weak","marginally","adverb","n","negative",,
"strong","martyrdom","noun","n","negative",,
"strong","martyrdom-seeking","adj","n","negative",,
"strong","marvel","noun","n","positive",,
"strong","marvel","verb","y","positive",,
"strong","marvellous","adj","n","positive",,
"strong","marvelous","adj","n","positive",,
"strong","marvelous","anypos","y","positive",,
"strong","marvelously","anypos","n","positive",,
"strong","marvelousness","noun","n","positive",,
"strong","marvels","noun","n","positive",,
"strong","massacre","noun","n","negative",,
"strong","massacre","verb","y","negative",,
"strong","massacres","noun","n","negative",,
"weak","massive","adj","n","neutral",,
"strong","master","adj","n","positive",,
"strong","master","noun","n","positive",,
"strong","masterful","adj","n","positive",,
"strong","masterfully","adverb","n","positive",,
"strong","masterpiece","noun","n","positive",,
"strong","masterpieces","noun","n","positive",,
"strong","masters","adj","n","positive",,
"strong","masters","noun","n","positive",,
"strong","mastery","noun","n","positive",,
"strong","matchless","adj","n","positive",,
